Distance,HSR,AccelMetres,EWMA_Distance,EWMA_HSR,EWMA_AccelMetres,EWMA_AccelLoadTotal,EWMA_AccelLoadDensity,InjuredNextWeek
4109.5625,117.195,134.365,3313.452128,97.34031122,105.8175407,1210.878644,0.360511315,0
4770.85,253.0425,110.81,4058.971786,235.2161638,101.4559439,1348.094035,0.37571047,0
2472.975,65.43,54.6275,2767.206193,96.67021271,55.27653955,944.0668392,0.295721168,0
3201.943333,712.63,247.2966667,3062.072222,532.4205679,208.030642,923.6659012,0.393925926,0
3439.77,233.25,119.55,4411.475037,308.0203704,138.5594815,1599.170889,0.398888889,0
2547.68,727.78,144.7,3330.463526,443.2850804,129.1050824,1058.883666,0.354867702,0
3020.473333,846.36,169.5166667,3153.720412,764.726588,205.5795729,924.3984152,0.444620027,0
4449.165,204.0625,114.55,4110.002426,217.5966289,105.2985642,1496.376592,0.359854824,0
4938.9225,176.8425,183.565,4471.696847,189.6435386,161.3324494,1673.01141,0.413880201,0
5890.9725,409.165,151.9125,5198.56791,362.398975,138.9754325,1764.659637,0.370059442,0
2851.85,88.015,110.44,2862.279259,80.22981481,129.9607407,793.8238889,0.362592593,0
2524.42,62.7675,51.4875,3033.211505,62.35816405,66.51646338,1198.829406,0.317890882,0
4822.513333,197.0133333,119.23,4328.959158,168.4240781,112.8764669,1600.134335,0.331249164,0
3467.5375,120.4575,78.11,3642.21327,122.4700247,81.59938177,1425.529172,0.326190857,0
4600.79,159.6025,134.0525,4411.159648,157.4598046,130.9404069,1726.528979,0.419318762,0
5960.3775,346.93,148.2625,5332.190731,258.0817051,151.5167163,1885.053635,0.423200708,0
3725.046,174.696,105.444,3157.08586,138.4960264,88.50984478,1189.912676,0.317786357,0
5965.4575,309.89,174.4525,5200.309681,240.9057356,152.2737469,1827.326523,0.381093276,0
4345.7525,131.0225,81.89,4522.185467,115.6157838,87.94517924,1756.961916,0.372083149,0
2701.84,74.58,61.38,3637.986771,181.377604,85.96450258,1183.406391,0.283259141,0
3253.324,93.66,100.802,3358.165606,165.8593593,113.8718754,1246.290632,0.345067805,0
1166.39,43.08,47.55,2964.061516,101.4774201,107.3492485,1136.951331,0.246627399,0
4426.28,85.215,90.1175,4264.174854,76.34458786,91.90048578,1633.79394,0.331089131,0
4394.39,184.315,106.3025,3966.537984,309.8009517,119.683761,1351.36164,0.383784695,0
3657.1075,21.3325,55.81,3320.990087,18.75347958,48.1844998,1247.034792,0.314121325,0
4252.4,64.04,71.65,3811.970686,89.64445627,83.18562739,1369.268395,0.279060788,0
4038.836,260.476,114.598,4237.39798,269.1330529,119.739055,1539.661333,0.443458277,0
3937.646,126.6,92.574,3979.249484,123.5635581,107.3508305,1455.8623,0.391658054,0
4547.078,189.996,95.61,4770.730685,200.2100543,104.1345007,1712.632517,0.422631139,0
3824.5475,162.305,90.555,3229.815822,106.7544247,69.94604485,1153.338882,0.297302947,0
4009.9025,247.63,148.5225,3749.394619,507.3242426,170.5192534,1289.047094,0.408128207,0
4323.68,288.39,106.96,4382.210025,301.4769136,128.026321,1577.260593,0.402592593,0
4910.54,345.6,112.99,4158.610642,261.506791,97.36993903,1434.09242,0.369798506,0
4961.1975,229.37,147,5395.926285,270.0406,142.3990978,1879.444465,0.369764828,0
1850.43,546.03,92.05,2567.060272,243.0072346,113.3183951,692.4800741,0.344049383,0
1731.37,49.87,24.81,2959.86,60.312,83.74,1114.792,0.322,0
3395.5925,87.2875,80.4175,3102.093908,74.79386574,72.13081375,1254.288802,0.295848816,0
3100.805,133.355,84.22,3760.226528,141.6475766,96.31762645,1443.329263,0.301156383,0
4178.8025,120.5225,105.465,4113.338887,121.9510234,99.32500134,1655.638417,0.343908071,0
4665.7175,145.805,145.5775,4640.248912,165.7060725,141.7946174,1781.706156,0.395359262,0
3899.6825,134.595,125.195,4659.379558,198.8487936,134.5707711,1666.739329,0.391650757,0
4974.715,148.525,102.855,4375.076703,176.9538839,104.9360363,1642.086148,0.335365741,0
5113.515,177.1675,149.98,5228.686295,214.8004231,161.4097525,1890.201998,0.38833324,0
4192.6675,246.9775,138.955,4435.276605,189.2544449,115.8846033,1714.014514,0.377726301,0
4893.845,194.155,169.04,4108.705787,185.4661573,122.6397789,1363.820618,0.319226285,0
4354.6725,232.3375,133.57,3925.251077,161.4992801,116.9464216,1414.230743,0.34785026,0
2836.826667,622.7633333,185.9533333,2903.874292,383.7470613,149.183845,1024.530624,0.287306681,0
3431.0675,54.585,73.7725,3844.036977,66.37152353,79.23839843,1436.798896,0.329659582,0
4234.0175,230.615,121.6325,4205.244015,239.5844473,112.5146009,1465.681373,0.376364878,0
2643.731667,44.025,55.00166667,2960.655866,39.95989849,57.42445556,1160.90442,0.331493277,0
3205.973333,167.83,108.0733333,3683.915319,129.4924132,101.058112,1303.642607,0.255696888,0
4566.1725,234.38,125.495,4372.773571,232.0405016,113.0879269,1610.962773,0.427302178,0
4064.2725,167.0075,116.1325,4193.838068,162.1942393,114.5364281,1521.416437,0.394240298,0
5256.415,200.725,166.215,4550.161716,225.2934053,129.1197764,1636.590557,0.406283547,0
3190.975,100.685,79.03666667,3106.370607,104.005649,75.36191611,1136.167186,0.316601644,0
4881.9075,348.4625,203.4575,4458.258968,314.0896343,177.9664266,1653.399827,0.404259893,1
5584.89,124.94,148,3342.628661,107.9650882,102.9718854,1303.416191,0.37809932,0
5658.16,299.12,103.11,4658.460428,274.0445274,99.28329269,1599.201613,0.406532338,0
4584.66,220.57,187.5075,4815.867031,210.9805755,190.0994653,1827.726266,0.425859052,0
3670.46,294.0833333,112.8233333,4091.151172,274.8924064,128.1254004,1392.069763,0.373962779,0
4577.53,87.47,117.83,3499.083333,69.36466667,95.10333333,1299.611333,0.344666667,0
2500.32,311.12,97.095,2915.221924,163.779177,79.06146188,1095.183006,0.314249249,0
3850.0725,140.875,100.8925,3597.026197,136.5947065,93.03116695,1366.332756,0.314055582,0
4257.2925,83.1575,89.33,4036.420243,96.21227005,92.31629656,1627.022805,0.360895421,0
5050.7525,277.695,162.6475,4790.463334,237.2349032,159.2459429,1790.979519,0.410626521,0
4711.22,268.4475,158.0275,4200.693123,242.8881876,135.3023437,1489.10817,0.413782866,0
3688.0625,128.405,83.115,4066.658108,152.7437776,91.33922152,1523.275862,0.34792604,0
3959.266667,254.08,106.0266667,4407.106115,255.947866,122.875958,1556.399197,0.393392824,0
4685.0975,138.8525,91.82,4212.038928,187.2943039,105.7058476,1621.353114,0.377143467,0
3689.51,167.49,71.65,4223.727753,175.8479506,113.0578821,1371.454996,0.317587352,0
1977.2775,259.9975,93.4075,1819.643918,190.956032,69.3198703,641.7313666,0.284190522,0
4684.6775,240.65,115.16,4512.789194,239.2373269,120.0416388,1584.477369,0.340223508,1
4065.255,342.9625,139.4875,3454.885217,405.4971224,145.3879708,1208.856609,0.341718392,0
4903.095,186.935,143.995,4505.034902,221.3334813,135.6313011,1605.988837,0.366441676,0
1347.962857,8.291428571,25.06285714,1725.624643,13.23346499,31.60094763,665.7101948,0.270876674,0
3622.52,175.2525,104.2975,3462.993655,158.4166138,102.4484056,1212.47949,0.270559965,1
4356.57,170.4875,113.485,4165.311162,160.8573497,109.7054055,1463.51016,0.380991911,0
4266.922,195.258,97.67,4360.654688,190.6588573,106.6800613,1525.336805,0.37027928,0
3985.415,144.595,102.395,4027.847487,148.7392904,102.434258,1473.261716,0.343526998,0
3512.74,276.35,110.435,3960.00382,340.2030624,157.9468432,1404.82038,0.413558261,0
5956.89,232.13,134.3,4214.049108,149.3533921,113.4145903,1603.717461,0.392066213,0
3177.41,336.61,89.4,4164.776952,294.8996849,95.98886179,1447.014409,0.414354892,0
3972.9525,216.905,153.4475,4070.771667,184.4682618,149.0438141,1501.933553,0.435972158,0
5407.3675,366.7625,153.295,4653.604857,312.1211702,129.9032074,1552.476642,0.396519158,0
3278.86,76.33,88.27,3425.675556,71.68644444,92.82555556,1312.150889,0.346444444,0
4010.0175,95.1225,61.0575,3439.481513,144.0855691,71.59000628,1277.444607,0.351209635,0
4481.5225,168.875,117.0375,4295.483415,160.0422877,105.9451996,1580.865853,0.333362831,0
4778.055,137.58,78.315,4450.144863,115.1897077,82.89624377,1730.106696,0.384621318,0
4703.8125,183.045,154.0975,4548.065751,196.0667093,141.7166986,1675.295769,0.420339807,0
5261.76,256.7666667,231.61,4931.31203,232.2823317,192.4187844,1841.635754,0.444731237,0
4010.295,107.05,97.9625,3700.331849,103.3872894,91.58006228,1417.652732,0.379898971,0
4164.03,154.2875,132.0825,4395.527008,158.5003185,126.4348838,1578.630292,0.40265965,0
4087.265,58.33,55.13,4196.542381,96.30301065,71.21109335,1599.671047,0.385485129,0
5391.4,310.295,122.525,4571.388752,211.5883059,109.8749345,1467.395554,0.346437418,0
3503.0075,70.8275,62.145,2684.692348,120.9700495,66.73670278,926.5276465,0.333019115,0
3199.4,124.91,74.355,4087.204566,204.157645,105.4547645,1420.700733,0.371556857,0
5314.9875,283.115,209.4875,4638.66174,285.7290612,176.6567288,1743.583065,0.376172769,0
2737.955,85.635,71.405,3888.600512,156.9498806,112.393356,1370.542261,0.332862967,0
3543.1,21.62,78.14,2025.372592,12.40187545,43.76640587,839.7404314,0.268166667,0
3447.695,46.77,70.97,3548.951812,121.8520653,88.96640153,1227.096014,0.294212982,0
4789.23,237.84,101.45,4342.697557,223.8476917,100.2902695,1556.699066,0.422399196,0
5534.1975,258.43,210.3575,4695.624952,197.6663283,159.9773949,1719.713581,0.415257661,0
5067.1825,304.9825,146.185,4588.743596,260.2506343,124.0010087,1587.764217,0.391273836,0
4307.4475,164.24,106.71,3976.580707,161.5844895,101.7792361,1429.149938,0.36708558,0
5090.34,0,6.52,4473.297968,196.5997899,66.16590786,1361.729606,0.382903261,0
3771.34,229.16,69.01,3973.362984,253.568669,118.7512472,1338.188973,0.39753771,0
4457.02,166.6966667,73.24666667,4986.415173,294.042578,124.5487142,1574.466537,0.418143836,0
3465.35,53.2075,33.72,3673.283077,93.87434082,53.07821112,1226.262978,0.345640175,0
3579.825,107.7875,50.98,3753.558144,135.9304828,80.42892832,1263.024551,0.361867967,0
3688.9125,104.4,39.595,4251.386053,131.7104978,62.43938148,1435.407094,0.380943717,0
3436.68,114.5075,46.8375,4150.906506,168.4116648,101.7424034,1419.406788,0.393739962,0
3676.225,155.56,73.9925,4444.229673,225.4706461,147.0041575,1561.605589,0.433578741,0
3589.3775,116.855,44.39,3871.778606,136.8063164,70.55902465,1326.928441,0.382387451,0
3673.5625,104.1275,52.45,3912.658637,153.7530567,90.85645852,1265.769872,0.399661165,0
4019.66,85.365,48.51,4208.439297,99.29121198,63.95046288,1403.152244,0.393799532,0
3740.2225,54.965,44.4425,3640.591235,84.44679991,63.37765117,1158.603146,0.351398838,0
3953.726667,164.22,36.13333333,3959.22517,210.8428198,73.61650419,1244.140794,0.368806524,1
3569.84,163.5875,55.2975,4383.180838,253.76108,126.782039,1517.212395,0.391281041,0
2151.275,234.865,83.2175,2616.336872,137.2390664,71.42119599,957.9585782,0.296506831,0
3752.08,177.5975,53.135,3640.208189,183.6112888,75.56694145,1130.02659,0.345116508,0
