PlayerName,Week,Distance,RunningDistance/Min,HSR,MaxSpeed,SprintMetres,AccelMetres,AccelLoadTotal,AccelLoadDensity,AccelLoadDensityIndex,RHIEfforts/Bout,EWMA_Distance,EWMA_RunningDistance/Min,EWMA_HSR,EWMA_MaxSpeed,EWMA_SprintMetres,EWMA_AccelMetres,EWMA_AccelLoadTotal,EWMA_AccelLoadDensity,EWMA_AccelLoadDensityIndex,EWMA_RHIEfforts/Bout,InjuredNextWeek
Athlete J,28,4685.0975,7.05,138.8525,6.7925,8.055,91.82,1832.12,0.365,3.9025,5.65,4212.038928,9.88327704,187.2943039,6.975652209,11.87580524,105.7058476,1621.353114,0.377143467,3.822341372,6.208511227,0
Athlete K,28,3689.51,7.29,167.49,9.31,67.59,71.65,1049.7,0.31,2.85,3.83,4223.727753,7.216379351,175.8479506,8.304342446,47.33346833,113.0578821,1371.454996,0.317587352,3.207943928,4.174995281,0
Athlete L,28,1977.2775,20.5325,259.9975,5.5575,0,93.4075,688.1625,0.2975,3.6925,3.8025,1819.643918,13.93146787,190.956032,5.666439287,2.041988495,69.3198703,641.7313666,0.284190522,3.805497486,3.876021981,0
Athlete M,28,4684.6775,10.2525,240.65,7.5625,47.0025,115.16,1605.07,0.3425,3.42,5.495,4512.789194,9.324768647,239.2373269,7.58787936,53.1890567,120.0416388,1584.477369,0.340223508,3.512994106,5.452319385,1
Athlete N,28,4065.255,15.58,342.9625,7.335,29.6675,139.4875,1461.7875,0.355,3.5325,5.225,3454.885217,19.59566342,405.4971224,7.182308611,24.86726437,145.3879708,1208.856609,0.341718392,3.388511034,4.590280151,0
Athlete P,28,4903.095,8.03,186.935,7.12,4.63,143.995,1775.86,0.32,3.635,5.56,4505.034902,11.15679855,221.3334813,7.107373973,12.44511721,135.6313011,1605.988837,0.366441676,3.562181331,6.173590052,0
Athlete Q,28,1347.962857,2.005714286,8.291428571,5.965714286,0,25.06285714,533.1357143,0.238571429,4.078571429,4.218571429,1725.624643,3.837602688,13.23346499,5.972751403,2.77E-05,31.60094763,665.7101948,0.270876674,3.962788884,4.462422197,0
Athlete R,28,3622.52,6.64,175.2525,7.2025,23.205,104.2975,1255.1425,0.285,3.4525,4.9925,3462.993655,5.99167613,158.4166138,7.16060982,19.06127991,102.4484056,1212.47949,0.270559965,3.471987669,4.830703122,1
Athlete T,28,4356.57,8.8825,170.4875,7.8425,43.56,113.485,1541.685,0.3725,3.5125,5.465,4165.311162,9.717562908,160.8573497,7.787765136,35.9676039,109.7054055,1463.51016,0.380991911,3.469201293,5.464386545,0
Athlete U,28,4266.922,9.162,195.258,7.458,49.322,97.67,1452.066,0.352,3.46,6.494,4360.654688,9.20000387,190.6588573,7.596245602,41.41384776,106.6800613,1525.336805,0.37027928,3.518462539,6.264967151,0
Athlete V,28,3985.415,9.965,144.595,7.385,15.19,102.395,1476.305,0.3525,3.67,5.685,4027.847487,9.311894018,148.7392904,7.251337129,13.08110596,102.434258,1473.261716,0.343526998,3.650069467,5.385125565,0
Athlete W,28,3512.74,14.96,276.35,8.095,77.025,110.435,1248.57,0.42,3.555,6.925,3960.00382,15.85857342,340.2030624,8.10403701,76.70189679,157.9468432,1404.82038,0.413558261,3.55173096,6.458825948,0
Athlete Z,28,5956.89,11,232.13,7.73,29.62,134.3,2204.32,0.42,3.7,6.78,4214.049108,9.991767071,149.3533921,7.246565343,14.70490062,113.4145903,1603.717461,0.392066213,3.863982914,5.80723167,0
Athlete AB,29,3177.41,21.13,336.61,8.21,88.61,89.4,1142.64,0.43,3.6,8.15,4164.776952,16.44811695,294.8996849,8.356807228,66.70066768,95.98886179,1447.014409,0.414354892,3.483389118,7.258407187,0
Athlete AC,29,3972.9525,12.2325,216.905,7.9025,40.09,153.4475,1454.7125,0.42,3.66,5.7875,4070.771667,12.45157747,184.4682618,7.948002675,39.30225325,149.0438141,1501.933553,0.435972158,3.675676957,6.505648269,0
Athlete AE,29,5407.3675,12.57,366.7625,8.105,95.665,153.295,1823.1,0.3975,3.35,5.2575,4653.604857,12.80565996,312.1211702,8.092263906,76.16677308,129.9032074,1552.476642,0.396519158,3.321562106,5.255865485,0
Athlete AG,29,3278.86,4.73,76.33,6.95,0,88.27,1337.23,0.35,4.08,5.73,3425.675556,6.049555556,71.68644444,6.57,0,92.82555556,1312.150889,0.346444444,3.829777778,5.135333333,0
Athlete B,29,4010.0175,6.845,95.1225,7.015,11.5475,61.0575,1530.38,0.3575,3.79,4.8475,3439.481513,12.31586229,144.0855691,6.867198226,8.929588629,71.59000628,1277.444607,0.351209635,3.643792123,4.8930861,0
Athlete D,29,4481.5225,7.73,168.875,7.405,13.495,117.0375,1651,0.3525,3.635,4.875,4295.483415,7.601989398,160.0422877,7.470444657,16.71205811,105.9451996,1580.865853,0.333362831,3.655033813,4.921199384,0
Athlete E,29,4778.055,6.9775,137.58,6.9225,14.515,78.315,1811.2725,0.38,3.77,5.035,4450.144863,7.054678594,115.1897077,6.958099233,10.35846183,82.89624377,1730.106696,0.384621318,3.854625183,4.998915602,0
Athlete F,29,4703.8125,11.24,183.045,7.7575,35.5975,154.0975,1719.425,0.4125,3.66,5.215,4548.065751,11.39807687,196.0667093,7.828371942,33.16666332,141.7166986,1675.295769,0.420339807,3.662447072,5.748526062,0
Athlete G,29,5261.76,13.34666667,256.7666667,8.156666667,67.58333333,231.61,1963.43,0.456666667,3.726666667,5.55,4931.31203,13.81818363,232.2823317,7.781842178,43.33628681,192.4187844,1841.635754,0.444731237,3.687682976,5.976231399,0
Athlete H,29,4010.295,8.2075,107.05,7.37,17.6125,97.9625,1534.9325,0.39,3.82,4.9625,3700.331849,8.041205241,103.3872894,7.256995287,15.32969735,91.58006228,1417.652732,0.379898971,3.847307113,5.199990449,0
Athlete I,29,4164.03,11.9225,154.2875,7.9,46.9025,132.0825,1503.5925,0.425,3.64,5.955,4395.527008,10.82924529,158.5003185,7.383096788,28.11017799,126.4348838,1578.630292,0.40265965,3.576860496,5.637088479,0
Athlete J,29,4087.265,5.6925,58.33,6.8425,1.22,55.13,1524.54,0.38,3.7525,5.07,4196.542381,6.925739909,96.30301065,6.795283152,3.454480047,71.21109335,1599.671047,0.385485129,3.80808595,5.341372588,0
Athlete K,29,5391.4,9.615,310.295,8.625,113.67,122.525,1692.575,0.37,3.175,4.685,4571.388752,8.227432973,211.5883059,8.340745804,65.73748241,109.8749345,1467.395554,0.346437418,3.207191071,4.495552934,0
Athlete L,29,3503.0075,7.82,70.8275,6.5825,0.7025,62.145,1224.0875,0.3375,3.445,5.065,2684.692348,12.7871418,120.9700495,6.273771958,0.637522419,66.73670278,926.5276465,0.333019115,3.505283454,4.367177182,0
Athlete M,29,3199.4,10.29,124.91,7.72,41.545,74.355,1093.41,0.395,3.42,4.49,4087.204566,10.28386835,204.157645,7.698479825,55.28969927,105.4547645,1420.700733,0.371556857,3.469451379,5.110377951,0
Athlete N,29,5314.9875,11.895,283.115,7.765,48.5725,209.4875,2036.2325,0.4025,3.8025,5.9075,4638.66174,13.31043969,285.7290612,7.465641207,28.44109543,176.6567288,1743.583065,0.376172769,3.697082426,5.653172622,0
Athlete P,29,2737.955,8.66,85.635,6.05,1.4,71.405,923.565,0.28,3.36,5.545,3888.600512,10.2152438,156.9498806,6.765499543,7.182274318,112.393356,1370.542261,0.332862967,3.498747258,5.962151134,0
Athlete Q,29,3543.1,5.08,21.62,5.9,0,78.14,1495.77,0.36,4.22,4.58,2025.372592,2.672386597,12.40187545,5.8616489,4.01E-06,43.76640587,839.7404314,0.268166667,4.153945093,4.133649067,0
Athlete R,29,3447.695,4.75,46.77,6.715,1.07,70.97,1197.95,0.275,3.47,5.475,3548.951812,6.449005437,121.8520653,7.030722344,15.86872613,88.96640153,1227.096014,0.294212982,3.447295773,5.113910255,0
Athlete S,29,4789.23,12.9275,237.84,7.9275,48.68,101.45,1702.975,0.4125,3.5625,6.555,4342.697557,14.06632635,223.8476917,7.895564072,41.37247688,100.2902695,1556.699066,0.422399196,3.580401796,6.819915245,0
Athlete T,29,5534.1975,11.355,258.43,7.9875,47.305,210.3575,2019.3925,0.425,3.6675,5.63,4695.624952,10.95100008,197.6663283,7.752243731,33.58792176,159.9773949,1719.713581,0.415257661,3.649132354,5.488767713,0
Athlete U,29,5067.1825,11.57,304.9825,7.465,62.3475,146.185,1758.445,0.41,3.4525,5.5825,4588.743596,10.88295068,260.2506343,7.267987453,52.38931875,124.0010087,1587.764217,0.391273836,3.472997197,6.002920958,0
Athlete V,29,4307.4475,10.4725,164.24,6.895,0.88,106.71,1517.6025,0.3575,3.5425,5.7275,3976.580707,10.89984944,161.5844895,7.074029556,6.155156732,101.7792361,1429.149938,0.36708558,3.59411866,5.721413692,0
Athlete AB,31,5090.34,2.23,0,5.02,0,6.52,1191.16,0.32,2.34,4,4473.297968,11.70874464,196.5997899,7.244538152,44.46711179,66.16590786,1361.729606,0.382903261,3.102259412,6.172271458,0
Athlete AC,31,3771.34,15.305,229.16,6.1125,13.285,69.01,1143.4,0.385,3.0375,6.0425,3973.362984,14.99666962,253.568669,7.005377072,28.65106237,118.7512472,1338.188973,0.39753771,3.334300387,6.027257683,0
Athlete AE,31,4457.02,14.87333333,166.6966667,6.356666667,6.74,73.24666667,1247.933333,0.42,2.92,6.253333333,4986.415173,15.6807982,294.042578,7.471711854,57.68217969,124.5487142,1574.466537,0.418143836,3.182575407,6.126934934,0
Athlete B,31,3465.35,11.4475,53.2075,5.385,0,33.72,1009.1525,0.3375,2.92,4.985,3673.283077,12.12427527,93.87434082,6.253458909,7.181215038,53.07821112,1226.262978,0.345640175,3.303897209,5.242337995,0
Athlete D,31,3579.825,12.5875,107.7875,6.215,3.9575,50.98,1081.09,0.3625,3.0425,4.7175,3753.558144,11.38721396,135.9304828,6.705890303,6.056486788,80.42892832,1263.024551,0.361867967,3.323432605,4.63718136,0
Athlete E,31,3688.9125,13.38,104.4,6.365,3.875,39.595,1082.9325,0.3625,2.9525,4.2375,4251.386053,12.66376367,131.7104978,6.772155404,11.25377024,62.43938148,1435.407094,0.380943717,3.332858061,4.79568086,0
Athlete F,31,3436.68,11.78,114.5075,6.1775,2.4875,46.8375,1050.0475,0.3575,3.075,4.955,4150.906506,13.21690407,168.4116648,7.10748705,21.71875448,101.7424034,1419.406788,0.393739962,3.387211767,5.499338481,0
Athlete G,31,3676.225,13.1075,155.56,6.105,9.6825,73.9925,1159.0925,0.3925,3.1425,6.17,4444.229673,14.87390131,225.4706461,7.103082163,35.41511979,147.0041575,1561.605589,0.433578741,3.449638636,6.096777288,0
Athlete H,31,3589.3775,12.135,116.855,5.9925,6.8325,44.39,1080.32,0.365,3.0425,6.1125,3871.778606,12.06474425,136.8063164,6.731536106,13.22756367,70.55902465,1326.928441,0.382387451,3.42894338,5.981572187,0
Athlete I,31,3673.5625,13.8,104.1275,6.4,5.9275,52.45,1030.75,0.35,2.8325,5.4025,3912.658637,15.58139413,153.7530567,7.122031464,24.51790553,90.85645852,1265.769872,0.399661165,3.238176147,6.164147107,0
Athlete J,31,4019.66,11.11,85.365,5.625,0,48.51,1141.43,0.385,2.9025,5.0725,4208.439297,10.83193628,99.29121198,6.300241117,1.139156553,63.95046288,1403.152244,0.393799532,3.341134262,5.38307977,0
Athlete L,31,3740.2225,10.46,54.965,5.24,0,44.4425,1054.1875,0.35,2.91,2.9375,3640.591235,11.78783048,84.44679991,5.942905572,0.455498256,63.37765117,1158.603146,0.351398838,3.233389324,4.226325122,0
Athlete M,31,3953.726667,11.67,164.22,5.556666667,10.04,36.13333333,1087.243333,0.343333333,2.793333333,4.903333333,3959.22517,12.99194565,210.8428198,6.794466502,35.6119859,73.61650419,1244.140794,0.368806524,3.149127431,5.147228268,1
Athlete N,31,3569.84,14.325,163.5875,6.5125,9.8325,55.2975,1076.745,0.365,3.0275,5.9125,4383.180838,15.6536671,253.76108,7.13102172,29.97876576,126.782039,1517.212395,0.391281041,3.381059492,6.136213111,0
Athlete O,31,2151.275,12.395,234.865,5.5875,0,83.2175,744.7425,0.2775,3.395,3.875,2616.336872,8.151385176,137.2390664,6.070223016,2.643666441,71.42119599,957.9585782,0.296506831,3.588075217,4.528441282,0
Athlete P,31,3752.08,13.95,177.5975,6.185,0.8825,53.135,1037.815,0.35,2.7575,5.175,3640.208189,13.53797949,183.6112888,6.444604792,2.926439904,75.56694145,1130.02659,0.345116508,3.101974429,5.538036167,0
Athlete Q,31,3373.475,9.0725,34.4025,5.33,0,21.09,1023.06,0.34,3.035,5.985,2773.500608,7.156667462,25.92448706,5.549920855,1.61E-06,30.54763199,935.0270867,0.310252058,3.484422414,5.041711045,0
Athlete R,31,1388.985,17.48666667,4.326666667,5.573333333,0,51.82833333,425.8566667,0.291666667,2.978333333,5.611666667,1993.180658,12.86359437,35.55287551,6.040221439,3.990298262,55.33055812,653.6775032,0.282394287,3.124936603,4.80093976,0
Athlete S,31,3834.645,17.4675,329.8375,6.87,32.5725,88.1225,1123.165,0.38,2.9575,5.725,4344.001863,17.20177434,337.3917354,7.477518829,46.7650263,104.0079236,1413.073087,0.399486261,3.233813935,6.241773382,0
Athlete T,31,3959.0725,12.9725,188.68,5.92,1.065,59.96,1111.455,0.375,2.8525,5.7675,4669.889034,14.16701853,258.3215587,6.996492589,25.79915738,129.3004113,1528.426201,0.404557069,3.233439724,5.950836832,0
Athlete U,31,4112.615,19.475,146.63,6.725,6.085,47.91,1270.355,0.495,3.16,7.82,5077.108035,16.06221728,257.1201735,7.370005115,44.22797607,112.1314725,1681.05,0.437656092,3.308939404,6.740115134,0
Athlete V,31,3743.6925,13.795,155.65,5.7625,0,49.7475,1076.0275,0.365,2.89,5.2875,4141.764368,14.22805668,180.883788,6.462061394,1.628672935,81.39432442,1340.680019,0.375473695,3.229085167,5.954322458,0
Athlete AB,32,3379.495,14.255,156.88,6.87,0,62.035,1150.62,0.395,3.415,8.04,4070.907204,12.58541369,180.3743277,7.082521196,24.70395099,67.95605992,1294.084226,0.38327959,3.234033006,7.117928588,0
Athlete AC,32,4000.306,10.234,117.178,7.052,18.07,133.782,1493.084,0.446,3.748,5.714,4078.613859,10.90777786,141.0375761,6.68280509,16.41636159,116.0121159,1446.473543,0.433280396,3.550388002,5.919521592,0
Athlete AE,32,3528.026667,9.47,130.3866667,7.04,8.336666667,84.91333333,1186.213333,0.386666667,3.423333333,4.473333333,4197.983014,10.35048342,164.0864429,6.834828204,22.12002855,83.98628568,1305.197739,0.39080805,3.190269257,5.009462203,0
Athlete AG,32,3199.38,6.09,61.71,6.53,0,80.95,1325.31,0.39,4.14,5.31,3350.243704,6.063037037,68.36096296,6.556666667,0,88.86703704,1316.537259,0.360962963,3.933185185,5.193555556,0
Athlete B,32,3247.752,5.286,56.772,6.292,5.494,53.748,1296.664,0.346,4.108,3.948,3472.237852,6.072368512,51.62704702,5.926634873,3.05925518,48.92973502,1272.899966,0.345029882,3.727320391,4.136562865,0
Athlete D,32,3281.01,6.286,77.664,6.506,7.066,68.658,1219.054,0.33,3.728,4.296,3559.100552,7.712087714,85.36359809,6.389254481,4.236807187,68.85167734,1245.050985,0.345736436,3.523672731,4.662008194,0
Athlete E,32,2646.168,6.026,74.75,7.026,13.434,49.888,984.008,0.348,3.972,4.398,3092.361091,6.593824054,71.54609069,6.676316259,7.815956484,43.79355198,1067.133613,0.345688939,3.642340174,4.237784417,0
Athlete F,32,2167.253333,19.89333333,206.1933333,7.343333333,32.17666667,109.3533333,849.1133333,0.463333333,4.1,5.816666667,2754.812378,15.70352808,153.6914918,6.64822303,15.88749391,84.80013724,952.565279,0.410696637,3.682615291,5.164080834,0
Athlete G,32,3712.7575,11.8025,160.6275,7.4225,25.87,134.105,1303.7225,0.4175,3.5325,6,3795.787065,10.51722125,137.3776894,6.744528575,16.91687551,107.4671175,1281.724283,0.392527899,3.369897755,6.114116501,0
Athlete H,32,1285.02,5.45,8.19,6.09,0,26.03,555.67,0.35,4.32,5.67,2835.744158,6.791557086,54.29022693,5.968452876,4.341354231,36.75880809,932.0765652,0.335911779,3.503140391,5.464157026,0
Athlete I,32,4311.834,13.276,239.582,7.344,30.966,125.944,1498.59,0.412,3.462,5.442,4189.617257,12.1326299,173.5998968,6.931959897,18.25851429,98.25446984,1380.458436,0.389202715,3.265720553,5.334171985,0
Athlete J,32,2912.575,3.905,43.6925,6.435,8.28,44.4375,1077.9175,0.35,3.7975,4.7975,3459.490417,4.860135561,46.74409743,6.022393307,2.985018578,42.28956674,1148.499857,0.353836945,3.466366027,4.785947856,0
Athlete L,32,2425.718,8.506,142.374,6.318,9.996,71.59,938.3,0.31,3.884,3.69,2947.879986,7.542993768,95.10273524,5.768688659,3.40988602,61.80634798,1012.835898,0.317079074,3.583465267,3.247782772,0
Athlete M,32,3860.73,11.8925,270.495,8.0875,62.96,141.585,1375.695,0.3875,3.53,4.635,3975.552798,10.42207687,202.6877939,7.182533747,41.90015887,104.1415345,1323.05627,0.3732242,3.32463918,4.727838872,0
Athlete N,32,3729.452,9.812,127.552,6.784,10.858,116.58,1413.762,0.38,3.916,5.728,3594.313008,10.05749567,132.6211202,6.63689164,12.91969108,99.55286553,1276.761342,0.364214235,3.644208514,5.366754819,0
Athlete O,32,3570.768,6.438,46.62,6.288,3.014,74.962,1320.668,0.37,3.83,4.974,3025.594091,8.795164994,120.7433789,6.17193405,2.426635285,80.57416626,1099.902426,0.341477914,3.72296648,4.705255094,0
Athlete P,32,2927.85,9.226,150.256,6.452,7.26,67.66,1035.242,0.35,3.668,4.408,3225.343025,8.347431783,102.6502567,6.207254487,5.035844058,56.66998718,1043.696398,0.331893173,3.357577495,4.547291933,0
Athlete Q,32,2842.196,3.938,15.388,5.512,0,41.676,1110.664,0.33,3.952,3.892,3145.249877,5.259818771,20.31352622,5.581615337,2.75E-07,38.91847068,1134.204281,0.347196376,3.660750874,4.951568546,0
Athlete R,32,1524.133333,10.79333333,61.61666667,5.613333333,0,58.40666667,507.9866667,0.253333333,3.273333333,2.733333333,1559.404519,15.66893836,43.559617,5.5663792,0.540484844,67.95072815,492.0837959,0.26964353,3.1088027,5.005996779,0
Athlete S,32,3744.4,11.39,140.376,7.234,27.646,72.74,1326.054,0.412,3.58,6.742,3910.4748,12.05963724,171.7252335,7.016493121,21.96583432,74.09828275,1316.99049,0.401505318,3.396161866,6.627753058,0
Athlete T,32,3335.342,10.834,180.624,7.358,19.924,93.624,1168.628,0.398,3.528,4.812,3784.352629,9.255975034,135.3255239,6.897810268,16.67497463,83.25244185,1226.677097,0.383609606,3.2798692,4.956007098,0
Athlete U,32,3343.775,8.6325,91.33,7.04,9.17,62.13,1142.1825,0.3975,3.4975,4.7875,3879.109863,10.83617468,133.6678952,7.049137444,18.56910343,70.64584301,1311.459228,0.422982202,3.439875611,5.719450537,0
Athlete V,32,3414.758,9.552,122.508,6.484,11.678,82.036,1246.176,0.374,3.712,5.958,3633.155006,9.25941092,118.2939874,6.188549504,5.872389355,72.43354222,1237.587302,0.364569127,3.453232113,5.348907635,0
Athlete W,32,1748.685,12,101.09,7.29,15.48,43.565,594.515,0.385,3.38,6.25,2966.707809,13.82158818,214.2424722,7.617349782,41.89195413,99.86581919,1030.999613,0.394359227,3.41521376,6.357255977,0
Athlete Y,32,6050.27,9.47,352.54,8.07,45.14,145.03,2293.04,0.41,3.79,5.5,4938.230016,11.50728395,318.4979424,8.029358025,62.77769547,133.694214,1815.853728,0.405061728,3.664962963,5.684148148,0
Athlete AB,33,2459.07,21.29,223.73,8.32,23.87,83.19,912.45,0.5,3.71,5.91,3340.947176,16.01555397,189.9803081,7.461344638,21.1321072,67.89323196,1116.32692,0.429749114,3.42548427,6.699561914,0
Athlete AC,33,4398.4725,10.43,92.6475,7.06,11.275,112.7225,1551.5675,0.4575,3.5275,5.66,4256.951873,10.97379337,128.1595141,7.153989131,18.74185332,129.7531548,1521.598157,0.441624336,3.583052853,5.517561649,0
Athlete AE,33,4858.9475,10.9875,238.335,7.4675,18.82,106.7075,1578.6575,0.405,3.23,5.185,4659.824365,10.7679084,223.5260674,7.263918453,19.32053355,110.0774392,1514.791053,0.396023482,3.276621189,4.902524535,0
Athlete AF,33,3244.133333,5.723333333,58.33,6.433333333,0.94,39.40666667,1026.653333,0.31,3.163333333,5.256666667,2907.973214,21.6714827,147.27611,6.323611645,0.522222222,75.77060509,863.4308989,0.312887365,2.926721841,4.753742722,0
Athlete B,33,3823.36,6.516666667,94.10666667,6.626666667,11.03333333,78.96333333,1454.636667,0.326666667,3.77,5.3,3472.420491,5.760494428,70.72701673,6.353875725,8.191910113,61.16833447,1337.844964,0.320404356,3.892551869,4.450500913,0
Athlete D,33,4083.666667,6.676666667,107.9533333,6.86,5.033333333,110.28,1513.78,0.333333333,3.66,3.94,3757.184589,7.001855752,100.4876788,6.72353014,7.537294123,91.66659055,1385.301313,0.33100455,3.666342818,4.19599467,0
Athlete E,33,2833.3225,10.6725,129.4275,7.245,34.0525,70.9925,998.7,0.395,3.6,5.505,2680.306058,9.087432277,111.8251,7.207670252,29.56171431,62.4985371,957.4828693,0.3700972,3.74469864,5.133128517,0
Athlete F,33,4411.115,11.94,204.8175,7.6575,35.27,131.79,1666.0325,0.4375,3.76,5.525,3953.967539,13.14467248,211.5701717,7.543443458,37.9832993,127.3461946,1471.411466,0.425103436,3.741517195,5.505592284,0
Athlete G,33,4477.23,13.61666667,196.4033333,7.713333333,39.62666667,102.37,1471.8,0.433333333,3.29,5.666666667,4283.964897,12.66470485,188.478549,7.519701187,34.46875605,124.7498015,1431.298121,0.417647469,3.349995379,5.49730402,0
Athlete H,33,2968.81,10.235,93.645,6.91,11.7875,62.87,1097.4675,0.3875,3.7225,5.61,2886.781607,8.437600065,72.02268364,6.484564425,8.2905125,54.95865757,1029.378221,0.358390529,3.663327935,5.439383992,0
Athlete I,33,3981.746667,11.69,162.3,7.286666667,8.203333333,93.00333333,1378.913333,0.413333333,3.49,5.826666667,4075.875288,12.12127932,203.6643465,7.385682411,25.90520938,112.2595845,1385.777985,0.396182567,3.403076501,5.495802635,0
Athlete J,33,4328.855,8.8825,156.54,7.1375,9.07,89.8225,1591.3775,0.4,3.6075,4.7675,3681.889033,7.220921839,111.1949452,6.784886332,8.903645645,67.43426627,1299.167101,0.374091248,3.546596993,4.726020564,0
Athlete L,33,2722.72,7.55,73.83,6.86,6.4325,57.3025,934.4975,0.3125,3.435,4.8275,2655.17924,8.312525235,114.2109143,6.704358464,10.76052139,56.40539069,910.7292731,0.302280328,3.472996003,4.361714218,0
Athlete M,33,4400.1375,12.295,328.4525,8.3525,78.6775,146.47,1518.1325,0.3975,3.4275,5.3575,3980.951077,11.82516333,282.2658914,8.102259752,68.11000052,123.9174019,1339.657751,0.382519595,3.355206505,5.006147185,0
Athlete N,33,4276.456667,13.02333333,262.1233333,7.99,55.44,169.9566667,1531.8,0.386666667,3.586666667,5.766666667,4259.641171,11.81144795,214.5782842,7.505216815,36.26659768,147.4518262,1551.830621,0.387011367,3.662647819,5.942162229,0
Athlete O,33,3811.3675,7.0725,67.72,6.68,3.7875,70.51,1334.64,0.365,3.4825,4.76,3810.45355,7.244321075,73.74278423,6.59918428,4.150735138,74.55932873,1359.842718,0.368228751,3.570718235,4.762229433,0
Athlete P,33,3534.606667,7.933333333,89.94333333,6.753333333,5.35,53.03,1167.98,0.356666667,3.296666667,4.906666667,3239.316936,9.218431491,159.8484448,6.72992649,7.151191618,63.22710731,1088.916149,0.347115163,3.42353084,4.463035953,0
Athlete Q,33,2518.656667,3.956666667,15.78666667,5.373333333,0,56.32666667,933.18,0.266666667,3.71,3.896666667,2478.170419,3.341866425,13.25821308,5.26537304,4.90E-08,43.21837873,951.4023599,0.281203966,3.880400951,3.68172362,0
Athlete R,33,2914.84,7.235,32.5325,6.35,2.8825,44.2375,990.5525,0.3175,3.4075,4.5775,2392.285187,8.681703027,32.96144453,6.101928452,1.738353859,49.16801266,807.1734229,0.290629289,3.337521477,4.351020951,0
Athlete S,33,4451.43,17,258.2975,7.94,46.6525,79.9175,1525.24,0.4475,3.42,6.605,4244.685275,15.37586869,237.6197536,7.807379446,52.46915287,86.63899758,1463.548328,0.426073742,3.463492239,6.238406644,0
Athlete T,33,3479.28,9.49,91.135,7.4,23.91,77.6625,1183.675,0.3975,3.4325,4.9475,3349.308839,10.81384969,157.7371744,7.404867866,23.46259049,87.79966891,1145.472717,0.388575711,3.468681026,4.929633489,0
Athlete U,33,4178.353333,10.23666667,103.3533333,6.563333333,4.976666667,64.23333333,1337.096667,0.4,3.193333333,5.033333333,3843.093119,10.02150777,103.7094474,6.744342095,9.439118665,67.3079098,1251.193563,0.398174047,3.295150758,4.977571102,0
Athlete V,33,3329.336667,10.30666667,165.87,6.783333333,28.18333333,82.47333333,1116.383333,0.333333333,3.356666667,4.85,3383.421813,9.985575402,163.2976228,6.685964572,27.01792251,84.97438467,1158.283606,0.339147513,3.465407268,5.202619461,0
Athlete Y,33,6214.65,12.47,423.15,8.27,98.04,150.55,2097.98,0.4,3.38,5.48,5363.703344,11.8281893,353.3819616,8.109572016,74.53179698,139.3128093,1909.895819,0.403374486,3.569975309,5.616098765,0
Athlete AB,34,5411.28,19.95,420.4,7.78,19.77,119.79,1827.4,0.45,3.38,7.8,4031.058117,17.32703598,266.7868721,7.567563092,20.67807146,85.19215464,1353.35128,0.43649941,3.410322847,7.066374609,0
Athlete AC,34,3133.796,17.382,41.512,5.908,0,80.928,1088.778,0.464,3.594,5.682,3443.499248,14.81773898,53.73691546,6.232939908,3.550941276,86.51684435,1203.014751,0.454077303,3.574786397,5.785112282,0
Athlete AE,34,3793.046667,7.196666667,141.92,7.046666667,20.69666667,113.5333333,1257.563333,0.33,3.253333333,4.316666667,4077.695192,8.637661276,165.5181914,7.153433018,17.73568068,104.2895738,1323.75612,0.357921093,3.219299405,4.788459608,0
Athlete AF,34,4055.206667,5.49,40.79333333,6.226666667,0,55.51333333,1399.786667,0.326666667,3.473333333,4.48,3579.954532,10.07710599,72.88353878,6.187983697,0.29399177,56.45894472,1185.086439,0.323324651,3.279028694,4.626787967,0
Athlete AG,34,2087.08,6.05,48.47,6.53,0,51.03,814.15,0.34,3.9,5.44,2929.189136,6.058691358,61.73064198,6.547777778,0,76.25469136,1149.07484,0.353975309,3.922123457,5.275703704,0
Athlete AL,34,2579.533333,5.373333333,47.85666667,6.206666667,3.093333333,76.19,953.9433333,0.28,3.733333333,4.76,2328.644222,6.938592593,37.79251852,6.180074074,1.718518519,59.68555556,888.2819259,0.342296296,3.885777778,5.452074074,0
Athlete B,34,3367.823333,14.65,440.8,6.756666667,2.616666667,117.3433333,1188.356667,0.32,3.466666667,4.67,3388.393849,11.31064032,297.9398568,6.667444659,7.385874602,97.13567935,1225.587767,0.319872895,3.590138825,4.73088916,0
Athlete D,34,3690.3075,7.3575,79.8325,7.2075,10.15,71.99,1318.22,0.315,3.5875,4.4575,3652.791009,6.921238625,88.40078442,6.983829925,8.84422983,79.85778123,1321.907269,0.311849756,3.622281481,4.303635751,0
Athlete E,34,4116.2225,6.7525,93.4975,7.0875,14.29,98.98,1574.2275,0.3575,3.8425,5.45,3688.606042,7.585573042,97.91387777,7.016792889,18.29885715,86.40026659,1381.575289,0.361593274,3.762563929,5.279074769,0
Athlete F,34,4926.535,11.18,208.44,7.5825,21.6825,167.925,1778.665,0.3775,3.6,6.455,4365.078094,11.17950321,172.7757747,7.466698708,24.29883073,144.3274582,1594.154549,0.400113024,3.660361421,5.962339217,0
Athlete G,34,5959.7425,14.51,356.9025,7.9375,55.8575,173.3725,1961.015,0.4175,3.29,6.5525,5135.31456,14.31325529,286.1003552,7.886475609,52.6599463,139.9551982,1687.694137,0.429415213,3.29553814,6.24826905,0
