Distance,HSR,AccelMetres,EWMA_Distance,EWMA_HSR,EWMA_AccelMetres,EWMA_AccelLoadTotal,EWMA_AccelLoadDensity,InjuredNextTrainingSession
4557.84,875.87,341.13,4347.509055,579.9787846,254.9617811,1706.010993,0.490674531,0
4177.41,830.79,276.24,4290.80937,663.582523,262.0545207,1709.010662,0.487116354,0
5406.19,198.99,192.53,4662.602913,508.7183487,238.8796805,1821.943775,0.488077569,0
5883.06,269.23,235.38,5069.421942,428.8888991,237.7131203,1928.50585,0.48871838,0
4703.91,145.83,96.61,4947.584628,334.5359328,190.6787469,1844.917233,0.47247892,0
4963.08,360.18,166.58,4952.749752,343.0839552,182.6458313,1826.621489,0.461652613,0
5988.26,261.09,227.27,5297.919835,315.7526368,197.5205542,1882.514326,0.474435075,0
6679.84,248.26,124.54,5758.55989,293.2550912,173.1937028,1980.509551,0.472956717,0
3013.33,151.72,86.48,4843.48326,246.0767275,144.2891352,1687.716367,0.438637811,0
5451.92,214.03,147.2,5046.295507,235.394485,145.2594235,1728.214245,0.429091874,0
5692.85,204.76,109.9,5261.813671,225.18299,133.472949,1787.149496,0.419394583,0
5090.31,195.16,72.66,5204.645781,215.1753267,113.201966,1730.149664,0.426263055,0
4674.79,214.92,150.17,5028.027187,215.0902178,125.524644,1674.426443,0.430842037,0
4769.66,298.44,97.17,4941.904791,242.8734785,116.073096,1665.670962,0.447228025,0
6248.35,134.03,99,5377.386528,206.592319,110.382064,1783.683975,0.468152016,0
5327.66,141.2,75.44,5360.811018,184.7948793,98.73470933,1791.20265,0.475434678,0
5054.98,272.82,107.9,5258.867346,214.1365862,101.7898062,1750.301766,0.446956452,0
5448.19,261.81,149.31,5321.974897,230.0277242,117.6298708,1766.364511,0.411304301,0
4725.75,193.58,108.71,5123.233265,217.8784828,114.6565805,1706.379674,0.434202867,0
5253.88,296.6,120.91,5166.782176,244.1189885,116.7410537,1721.509783,0.429468578,0
3586.21,229.33,80.5,4639.924784,239.1893257,104.6607025,1539.426522,0.382979052,0
3359.69,130.22,71.99,4213.179856,202.8662171,93.77046831,1408.327681,0.398652701,0
3992.88,198.75,110.2,4139.746571,201.4941447,99.24697887,1399.325121,0.399101801,0
4554.88,210.21,118.25,4278.124381,204.3994298,105.5813192,1478.133414,0.392734534,0
3391.64,184.16,99.94,3982.629587,197.6529532,103.7008795,1369.112276,0.371823023,0
4106.38,395.23,117.4,4023.879725,263.5119688,108.267253,1330.928184,0.361215348,0
4054.08,313.3,114.04,4033.946483,280.1079792,110.191502,1340.668789,0.334143566,0
3800.68,335.32,130.91,3956.190989,298.5119861,117.097668,1357.122526,0.349429044,0
3879.5,300,154.34,3930.627326,299.0079908,129.5117787,1267.941684,0.342952696,0
3879.5,785.26,154.34,3913.584884,461.0919938,137.7878524,1208.487789,0.338635131,0
2865.87,234.51,62.06,3564.346589,385.5646626,112.545235,1127.478526,0.319090087,0
4543.02,252.51,124.05,3890.57106,341.2131084,116.3801566,1268.622351,0.352726725,0
4412.68,144.02,105.57,4064.607373,275.4820722,112.7767711,1410.624901,0.36515115,0
5122.29,531.2,131.99,4417.168249,360.7213815,119.1811807,1506.993267,0.386767433,0
4436.04,295.68,118.66,4423.458832,339.040921,119.0074538,1525.512178,0.401178289,0
2528.73,199.73,70.2,3791.882555,292.6039473,102.7383025,1288.404785,0.390785526,0
4916.82,203,100,4166.861703,262.7359649,101.825535,1403.666524,0.400523684,0
4092.98,244.59,143.65,4142.234469,256.6873099,115.7670234,1420.961016,0.393682456,0
4265.28,206.26,99.64,4183.249646,239.8782066,110.3913489,1425.817344,0.419121637,0
2353.23,158.98,80.45,3573.243097,212.9121377,100.4108993,1198.941563,0.376081092,0
4049.88,105.52,76.04,3732.122065,177.1147585,92.28726618,1251.511042,0.384054061,0
6269.9,402.53,155.33,4578.048043,252.2531723,113.3015108,1533.114028,0.382702707,0
4049.65,202.87,81.06,4401.915362,235.7921149,102.5543405,1441.919352,0.398468472,0
4116.48,255.53,113.01,4306.770241,242.3714099,106.0395603,1436.872901,0.405645648,0
5135.94,196.67,92.68,4583.160161,227.1376066,101.5863736,1513.385267,0.420430432,0
4366.34,250.26,116.11,4510.886774,234.8450711,106.4275824,1480.976845,0.420286955,0
4337.39,106.54,104.53,4453.054516,192.0767141,105.7950549,1512.177897,0.42685797,0
2408.45,17.9,39.7,3771.519677,134.0178094,83.76336995,1327.061931,0.38457198,0
4167.94,711.88,114.92,3903.659785,326.6385396,94.1489133,1290.661287,0.36638132,0
2806.47,72.89,71.29,3537.929857,242.0556931,86.52927553,1239.844192,0.37092088,0
4229.63,223.31,116.64,3768.496571,235.8071287,96.56618369,1288.762794,0.387280587,0
5201.69,173.1,120.24,4246.227714,214.9047525,104.4574558,1435.441863,0.411520391,0
4360.38,432.16,101.23,4284.278476,287.3231683,103.3816372,1381.267909,0.421013594,0
4251.05,330.69,152.98,4273.202317,301.7787789,119.9144248,1401.088606,0.424009063,0
5112.9,308.93,121.71,4553.101545,304.1625192,120.5129499,1499.012404,0.429339375,0
3417.45,549.69,166.49,4174.55103,386.0050128,135.8386332,1372.774936,0.44622625,0
4382.74,805.6,192.91,4243.947353,525.8700086,154.8624222,1372.056624,0.434150833,0
3594.85,172.33,89.58,4027.581569,408.023339,133.1016148,1332.634416,0.419433889,0
3892.32,322.47,123.07,3982.494379,379.5055594,129.7577432,1325.839611,0.439622593,0
3610.71,138.66,76.58,3858.566253,299.2237062,112.0318288,1317.04974,0.423081728,0
3060.43,109.83,56.16,3592.520835,236.0924708,93.40788586,1253.059827,0.435387819,0
4178.79,120.21,68.1,3787.94389,197.4649806,84.97192391,1343.956551,0.420258546,0
2184.2,119.16,99.45,3253.362593,171.3633204,89.79794927,1166.197701,0.413505697,0
3534.68,296.61,122.47,3347.135062,213.1122136,100.6886328,1154.701801,0.389003798,0
1997.19,137.82,39.26,2897.153375,188.0148091,80.2124219,1032.1612,0.379335865,0
2994.83,117.17,91.21,2929.71225,164.3998727,83.87828127,1016.324134,0.399557244,0
4108.71,226.66,77.23,3322.7115,185.1532485,81.66218751,1150.446089,0.389704829,0
2665.49,156.27,57.22,3103.637667,175.525499,73.51479167,1077.030726,0.369803219,0
3180.57,163.9,81.05,3129.281778,171.6503327,76.02652778,1077.190484,0.379868813,0
2363.29,126.37,23.97,2873.951185,156.5568884,58.67435185,952.6703227,0.349912542,0
1990.62,32.38,50.67,2579.507457,115.1645923,56.00623457,893.7102151,0.383275028,0
2018.21,33.45,17.83,2392.408305,87.92639486,43.28082305,835.8668101,0.328850019,0
2041.74,252.31,29.98,2713.796,236.824,90.42,779.648,0.33,0
1635.33,27.35,53.93,2354.307333,166.9993333,78.25666667,770.052,0.36,0
571.13,0,0,1759.914889,111.3328889,52.17111111,582.0346667,0.296666667,0
2875.39,401.45,82.49,2131.739926,208.0385926,62.27740741,689.9631111,0.294444444,0
2340.54,193.85,85.71,2201.339951,203.3090617,70.0882716,777.2320741,0.346296296,0
4383.82,246.27,130.95,2928.8333,217.6293745,90.3755144,1022.688049,0.380864198,0
3782.94,100.05,130.94,3213.535534,178.4362497,103.8970096,1115.3987,0.393909465,0
7291.51,246.01,225.35,4572.860356,200.9608331,144.3813397,1581.559133,0.369272977,0
545.19,0,0,3230.30357,133.9738887,96.25422649,1121.359422,0.312848651,0
3620.67,184.46,85.99,3360.425714,150.8025925,92.83281766,1144.306281,0.375232434,0
3959.16,132.83,119.02,3560.003809,144.8117283,101.5618784,1198.707521,0.383488289,0
2395.97,110.47,121.38,3171.992539,133.3644856,108.167919,1091.788347,0.368992193,0
2738.76,134.09,58.82,3027.581693,133.6063237,91.71861264,1032.528898,0.365994795,0
2125.66,164.84,77.78,2726.941129,144.0175491,87.07240843,938.4859321,0.38399653,0
629.76,64.1,0,2027.880752,117.3783661,58.04827228,684.7806214,0.312664353,0
4175.51,125.55,101.08,2743.757168,120.1022441,72.39218152,948.9804143,0.351776236,0
4409.85,297.76,110.25,3299.121446,179.321496,85.01145435,1123.976943,0.37451749,0
2326.15,153.47,67.16,2974.79763,170.7043307,79.06096957,1019.767962,0.35301166,0
2148.14,110.03,52.75,2699.245087,150.4795538,70.29064638,960.8553079,0.342007774,0
5265.78,330.92,133.4,3554.756725,210.6263692,91.32709758,1222.523539,0.354671849,0
4025.33,150.82,97.07,3711.614483,190.6909128,93.24139839,1259.085692,0.359781233,0
1538.44,143.06,60.24,2987.222989,174.8139419,82.24093226,1025.263795,0.396520822,0
3460.22,278.06,67.34,3144.888659,209.2292946,77.27395484,1029.90253,0.411013881,0
1350.39,506.37,124.89,2546.722439,308.2761964,93.14596989,796.7416866,0.444009254,0
4906.04,429.75,105.37,3333.161626,348.7674643,97.2206466,1006.791124,0.412672836,0
2394.34,125.15,115.21,3020.221084,274.2283095,103.2170977,955.3174163,0.408448557,0
889.3,56.4,21.4,2309.914056,201.618873,75.94473182,734.1716109,0.372299038,0
4089.71,207.99,94.4,2903.179371,203.742582,82.09648788,1004.214407,0.371532692,0
4079.61,149.51,161.15,3295.322914,185.6650547,108.4476586,1159.686271,0.384355128,0
3154.77,208.63,124.96,3248.471943,193.3200364,113.9517724,1155.560848,0.396236752,0
5791.66,232.99,197.08,4096.201295,206.5433576,141.6611816,1458.623898,0.370824501,0
5032.04,216.93,199.97,4408.14753,210.0055718,161.0974544,1605.459266,0.417216334,0
4497.22,116.54,139.42,4437.838353,178.8503812,153.8716363,1651.826177,0.408144223,0
3154.77,208.63,124.96,4010.148902,188.7769208,144.2344242,1483.654118,0.412096149,0
7071.66,165.27,269.91,5030.652601,180.9412805,186.1262828,1951.106079,0.418064099,0
4389.41,282.14,172.32,4816.905068,214.674187,181.5241885,1787.950719,0.422042733,0
5702.21,196.37,265.49,5112.006712,208.5727913,209.5127923,1970.700479,0.408028488,0
4074.94,244.52,146.23,4766.317808,220.5551942,188.4185282,1821.29032,0.432018992,0
4172.08,159.25,165.99,4568.238539,200.1201295,180.9423522,1730.963546,0.441345995,0
3987.55,88.74,91.57,4374.675692,162.9934197,151.1515681,1631.152364,0.454230663,0
3814.68,177.76,131.57,4188.010462,167.9156131,144.6243787,1515.168243,0.436153775,0
1667.38,90.08,42.7,3347.800308,141.9704087,110.6495858,1224.892162,0.444102517,0
6422.2,511.04,347.95,4372.600205,264.9936058,189.7497239,1636.521441,0.409401678,0
2446.26,8.88,4.81,3730.486803,179.6224039,128.1031493,1325.334294,0.349601119,0
5147.56,523.39,113.03,4202.844536,294.2116026,123.0787662,1394.852863,0.409734079,0
3569.01,384.37,154.51,3991.566357,324.2644017,133.5558441,1385.625242,0.446489386,0
3922.53,0,3.69,3968.554238,216.1762678,90.26722941,1246.943495,0.384326257,0
3812.63,29.95,110.84,3916.579492,154.1008452,97.12481961,1323.245663,0.432884172,0
5118.24,96.28,135.65,4317.132995,134.8272301,109.9665464,1489.083775,0.441922781,0
5037.26,136.76,117.97,4557.17533,135.4714868,112.6343643,1646.179184,0.451281854,0
2373.84,101.84,151.66,3829.396887,124.2609912,125.6429095,1410.389456,0.424187903,0
3659.56,221.06,152.79,3772.784591,156.5273274,134.6919397,1363.469637,0.416125268,0
4651.29,189.79,161.25,4065.619727,167.614885,143.5446265,1489.163091,0.444083512,0
5076.87,110.57,162.06,4402.703152,148.5999233,149.7164176,1598.148728,0.432722342,0
4705.57,35.56,75.93,4503.658768,110.9199489,125.1209451,1575.672485,0.441814894,0
3160.16,34.67,51.65,4055.825845,85.50329925,100.6306301,1423.408323,0.447876596,0
4572.52,48.8,150.29,4228.05723,73.26886617,117.1837534,1523.158882,0.398584397,0
938.1,0,33.75,3131.40482,48.84591078,89.37250225,1134.819255,0.469056265,0
5011.97,67.24,51.87,3758.25988,54.97727385,76.87166817,1259.939503,0.43603751,0
938.1,0,33.75,2818.206587,36.6515159,62.49777878,959.3396688,0.494025007,0
4208.29,91.52,134.98,3281.567724,54.9410106,86.65851918,1137.816446,0.472683338,0
4338.95,141.43,79.47,3634.028483,83.77067373,84.26234612,1239.520964,0.508455559,0
4470.96,179.63,105.66,3913.005655,115.7237825,91.39489742,1272.897309,0.455637039,0
3162.87,13.25,88.88,3662.960437,81.56585499,90.55659828,1246.784873,0.440424693,0
1994.92,99.07,35.43,3106.946958,87.40057,72.18106552,1049.639915,0.406949795,0
4769.93,240.57,149.42,3661.274639,138.4570467,97.92737701,1293.093277,0.44796653,0
7051.61,149.83,175.22,4791.386426,142.2480311,123.6915847,1730.945518,0.441977687,0
308.99,0,27.73,3297.254284,94.83202074,91.70438978,1199.387012,0.561318458,0
2486.56,145.26,91.04,3027.022856,111.6413472,91.48292652,1076.274675,0.550878972,0
3811.79,243.06,95.06,3288.611904,155.4475648,92.67528435,1151.473116,0.523919315,0
4418.14,204.59,104.07,3665.121269,171.8283765,96.4735229,1305.085411,0.532612876,0
4412.76,325.27,92.99,3914.33418,222.9755843,95.3123486,1327.130274,0.488408584,1
6411.38,142.15,131.54,4746.682786,196.0337229,107.3882324,1658.340183,0.46227239,0
1932.64,369.68,151.96,3808.668524,253.9158153,122.2454883,1345.943455,0.468181593,0
3037.48,325.4,152.4,3551.605683,277.7438768,132.2969922,1280.715637,0.462121062,0
3276.87,0,51.4,3460.027122,185.1625846,105.3313281,1246.537091,0.418080708,0
6041.76,415.03,160.35,4320.604748,261.7850564,123.6708854,1306.401394,0.398720472,0
2350.92,0,38.94,3664.043165,174.5233709,95.42725694,1246.620929,0.339146981,0
5612.09,0,23.03,4313.39211,116.3489139,71.29483796,1199.943953,0.326097988,0
5931.43,326.35,231.44,4852.738073,186.349276,124.6765586,1303.092635,0.357398658,0
1829.25,0,9.11,3844.908716,124.2328506,86.15437243,1196.04509,0.348265772,0
4996.7,634.26,296.8,4228.839144,294.2419004,156.3695816,1274.546727,0.378843848,0
4480.5,317.83,392.59,4312.726096,302.1046003,235.1097211,1502.767818,0.429229232,0
4454.25,382.12,298.16,4359.900731,328.7764002,256.1264807,1434.141879,0.426152821,0
4853.59,753.89,336.15,4524.46382,470.4809335,282.8009871,1439.811252,0.437435214,0
4763.13,106.49,234.42,4604.019214,349.1506223,266.6739914,1550.140835,0.46495681,0
4689.06,282.27,152.28,4632.366142,326.8570815,228.542661,1512.850557,0.44330454,0
3121.18,165.37,159.66,4128.637428,273.0280544,205.581774,1460.680371,0.428869693,0
4313.15,286.75,116.86,4190.141619,277.6020362,176.0078493,1468.613581,0.455913129,0
3946.96,80.33,129.93,4109.081079,211.8446908,160.6485662,1351.019054,0.430608752,0
4925.38,309.92,199.43,4381.180719,244.5364606,173.5757108,1515.342703,0.457072502,0
4576.83,666.87,271.35,4446.397146,385.314307,206.1671405,1601.461802,0.468048334,0
3721.01,164.37,185.41,4204.601431,311.6662047,199.2480937,1703.207868,0.48869889,0
5210.49,209.65,166.89,4539.897621,277.6608031,188.4620625,1794.175245,0.482465926,0
4340.55,513.91,244.05,4473.448414,356.4105354,206.991375,1779.73683,0.484977284,0
5655.04,262.88,236.99,4867.312276,325.2336903,216.9909166,1894.427887,0.48331819,0
5368.39,172.98,173.48,5034.338184,274.4824602,202.4872778,1928.748591,0.48554546,0
5641.08,277.71,212.05,5236.585456,275.5583068,205.6748518,1943.999061,0.487030306,0
4912.47,130.7,109.01,5128.546971,227.2722045,173.4532346,1869.189374,0.474686871,0
4992.57,171.35,130.14,5083.221314,208.6314697,159.0154897,1863.406249,0.456457914,0
6372.36,188.27,216.04,5512.934209,201.8443131,178.0236598,2007.564166,0.470971943,0
2298.76,390.47,80.35,4441.542806,264.7195421,145.4657732,1498.249444,0.393981295,0
6398.43,483.25,185.28,5093.838537,337.5630281,158.7371821,1732.996296,0.409320863,0
3403.37,690.6,246.48,4530.349025,455.2420187,187.9847881,1567.004197,0.396213909,0
6630.5,346.57,217.89,5230.39935,419.0180125,197.9531921,1811.489465,0.394142606,0
5592.92,334.16,188.09,5351.239567,390.7320083,194.6654614,1830.85631,0.396095071,0
7539.56,476.55,176.62,6080.679711,419.3380055,188.6503076,2011.96754,0.42406338,0
5774.18,469.47,150.31,5978.513141,436.0486704,175.8702051,1956.805027,0.439375587,0
4694.04,423.93,142.44,5550.355427,432.0091136,164.7268034,1785.116684,0.412917058,0
5051.12,285.58,158.51,5383.943618,383.199409,162.6545356,1753.754456,0.411944705,0
2483.6,278.99,130.53,4417.162412,348.4629394,151.9463571,1446.226304,0.41129647,0
4595.64,131.86,121.64,4476.654941,276.2619596,141.844238,1455.874203,0.41753098,0
4858.46,137.84,190.46,4603.923294,230.1213064,158.049492,1530.589469,0.438353987,0
5207.66,241.43,149.25,4805.168863,233.8908709,155.116328,1614.719646,0.432235991,0
3822.27,277.21,139.56,4477.535909,248.3305806,149.9308853,1505.433097,0.428157327,0
2743.35,104.53,100.88,3899.473939,200.3970537,133.5805902,1304.095398,0.418771552,0
4250.47,4.52,68.68,4016.472626,135.1047025,111.9470602,1365.780265,0.415847701,0
5998.61,205.55,154.3,4677.185084,158.5864683,126.0647068,1634.030177,0.413898467,0
4518.11,218.49,157.35,4624.160056,178.5543122,136.4931378,1630.096785,0.419265645,0
1587.22,28.54,52.89,3611.846704,128.5495415,108.6254252,1300.214523,0.396177097,0
4850.13,93.05,79.61,4024.607803,116.716361,98.95361682,1411.619682,0.410784731,0
6033.18,35.49,126.97,4694.131868,89.64090732,108.2924112,1652.639788,0.437189821,0
5312.64,203.11,154.86,4900.301246,127.4639382,123.8149408,1741.586525,0.454793214,0
5082.71,112.46,119.44,4961.104164,122.4626255,122.3566272,1722.78435,0.446528809,0
5252.67,330.76,126.46,5058.292776,191.8950837,123.7244181,1720.476233,0.437685873,0
5042.18,296.39,210.61,5052.921851,226.7267224,152.6862788,1766.000822,0.428457249,0
2469.68,111.11,79.04,4191.841234,188.187815,128.1375192,1449.253882,0.408971499,0
3970.42,131.72,94.56,4118.034156,169.36521,116.9450128,1406.195921,0.415980999,0
4061.39,173.89,109.72,4099.152771,170.8734733,114.5366752,1385.307281,0.410654,0
2982.07,163.53,131.8,3726.791847,168.4256489,120.2911168,1274.97152,0.410436,0
6765.77,236.24,184.73,4739.784565,191.0304326,141.7707445,1644.751014,0.416957333,0
4077.87,146.45,106.95,4519.146376,176.1702884,130.1638297,1544.634009,0.431304889,0
2844.15,27.98,96.66,3960.814251,126.7735256,118.9958865,1367.606006,0.414203259,0
4969.36,91.99,86.88,4296.996167,115.1790171,108.290591,1474.677337,0.426135506,0
5278.32,158.89,164.19,4624.104112,129.7493447,126.9237273,1612.074892,0.437423671,0
5278.32,158.89,164.19,4842.176074,139.4628965,139.3458182,1703.673261,0.444949114,0
4923.72,89.89,136.43,4869.357383,122.9385976,138.3738788,1697.998841,0.453299409,0
4224.72,44.06,142.03,4654.478255,96.64573177,139.5925859,1654.87256,0.468866273,0
4487.32,332.43,120.93,4598.758837,175.2404878,133.3717239,1580.96504,0.479244182,0
1113.38,13.06,21.54,3436.965891,121.1803252,96.09448261,1168.010027,0.426162788,0
5341.46,120.48,132.94,4071.797261,120.9468835,108.3763217,1382.820018,0.444108525,0
2827.22,58.73,74.64,3656.938174,100.2079223,97.13088116,1250.956679,0.39607235,0
6718.83,300.82,235.33,4677.568783,167.0786149,143.1972541,1597.384452,0.404048233,0
4523.87,143.22,167.09,4626.335855,159.1257433,151.1615027,1568.229635,0.419365489,0
5169.53,86.68,87.3,4807.40057,134.9771622,129.8743352,1634.916423,0.432910326,0
4392.93,181.46,105.24,4669.243713,150.4714414,121.6628901,1541.710949,0.445273551,0
4559.34,110.91,149.57,4632.609142,137.2842943,130.9652601,1541.643966,0.450182367,0
2814.73,55.84,58.59,4026.649428,110.1361962,106.8401734,1331.875977,0.420121578,0
4139.8,298.7,89.78,4064.366285,172.9907975,101.1534489,1311.760652,0.436747719,0
7326,339.51,254.02,5151.577524,228.4971983,152.1089659,1749.683768,0.444498479,0
3562.59,33.16,92,4621.915016,163.3847989,132.072644,1577.892512,0.432998986,0
4949.44,103.77,123.42,4731.090011,143.5131992,129.1884293,1630.835008,0.438665991,0
2789.29,121.87,113.16,4083.82334,136.2987995,123.8456195,1428.293339,0.462443994,0
6718.83,300.82,235.33,4962.158894,191.1391997,161.0070797,1715.608892,0.448295996,0
4206.89,252.37,165.43,4710.402596,211.5494664,162.4813865,1576.245928,0.428863997,0
4493.34,83.47,56.83,4638.048397,168.856311,127.2642576,1524.000619,0.409242665,0
1515.96,98.03,32.48,3597.352265,145.2475406,95.66950509,1175.253746,0.382828443,0
5965.93,273.97,173.26,4386.878177,188.1550271,121.5330034,1455.842497,0.408552295,0
3392.51,125.84,82.64,4055.422118,167.3833514,108.5686689,1319.194998,0.39570153,0
7515.77,373.59,186.13,5208.871412,236.1189009,134.422446,1674.519999,0.410467687,0
817.41,0,8.74,3745.050941,157.4126006,92.5282973,1232.789999,0.376978458,0
3678.52,18.49,49.51,3722.873961,111.1050671,78.18886487,1222.379999,0.374652305,0
3228.48,193.89,126.14,3558.075974,138.7000447,94.17257658,1131.706666,0.379768204,0
3159.34,286.05,47.77,2824.748,185.244,74.75,911.456,0.316,0
6298.23,486.2,229.99,3982.575333,285.5626667,126.4966667,1343.567333,0.354,0
749.52,30.31,11.59,2904.890222,200.4784444,88.19444444,974.7848889,0.319333333,0
3847.67,210.19,116.18,3219.150148,203.7156296,97.52296296,1099.983259,0.336222222,0
6219.36,348.4,142.68,4219.220099,251.9437531,112.5753086,1456.662173,0.354148148,0
4734.74,622.18,157.94,4391.060066,375.3558354,127.6968724,1499.454782,0.366098765,0
6219.36,348.4,142.68,5000.493377,366.3705569,132.6912483,1722.976521,0.374065844,0
7395.08,354.44,205.81,5798.688918,362.3937046,157.0641655,2000.674348,0.376043896,0
5214.71,311.64,101.22,5604.029279,345.4758031,138.4494437,1835.532898,0.364029264,0
6256.89,144.4,169.99,5821.649519,278.4505354,148.9629625,2025.605266,0.362686176,0
6205.67,371.84,144.38,5949.656346,309.5803569,147.4353083,2050.990177,0.365124117,0
3334.17,64.83,81.77,5077.827564,227.9969046,125.5468722,1786.423451,0.366749412,0
4048.06,336.41,191.86,4734.571709,264.1346031,147.6512481,1654.758968,0.384499608,0
3278.94,251.79,113.18,4249.36114,260.0197354,136.1608321,1481.185978,0.362999738,0
3262.95,295.17,98.23,3920.557426,271.7364903,123.5172214,1345.453986,0.375333159,0
4469.49,335.29,127.06,4103.534951,292.9209935,124.6981476,1349.569324,0.383555439,0
3730.36,178.16,54.54,3979.143301,254.667329,101.3120984,1313.772882,0.392370293,0
4336.9,275.94,109.89,4098.395534,261.7582193,104.1713989,1335.638588,0.404913529,0
6580.67,466.05,219.6,4925.820356,329.8554796,142.6475993,1669.679059,0.403275686,0
